2016-01-08 17:56:53 - PHP Notice:  Undefined variable: model in xdebug://debug-eval on line 1
2016-01-08 17:57:06 - PHP Notice:  Undefined variable: i in xdebug://debug-eval on line 1
2016-01-08 17:57:06 - PHP Notice:  Undefined variable: model in xdebug://debug-eval on line 1
2016-01-08 17:58:33 - PHP Notice:  Undefined variable: i in xdebug://debug-eval on line 1
2016-01-08 17:58:33 - PHP Notice:  Undefined variable: model in xdebug://debug-eval on line 1
2016-01-08 17:59:34 - PHP Notice:  Undefined variable: i in xdebug://debug-eval on line 1
2016-01-08 17:59:34 - PHP Notice:  Undefined variable: model in xdebug://debug-eval on line 1
2016-01-08 17:59:35 - PHP Notice:  Undefined variable: i in xdebug://debug-eval on line 1
2016-01-08 17:59:35 - PHP Notice:  Undefined variable: model in xdebug://debug-eval on line 1
2016-01-08 18:00:35 - PHP Notice:  Undefined variable: model in xdebug://debug-eval on line 1
2016-01-08 18:01:11 - PHP Notice:  Undefined variable: model in xdebug://debug-eval on line 1
2016-01-08 18:02:04 - 
2016-01-08 18:09:47 - PHP Notice:  Undefined variable: i in xdebug://debug-eval on line 1
2016-01-08 18:09:47 - PHP Notice:  Undefined variable: model in xdebug://debug-eval on line 1
2016-01-08 18:10:05 - PHP Notice:  Undefined variable: i in xdebug://debug-eval on line 1
2016-01-08 18:10:05 - PHP Notice:  Undefined variable: model in xdebug://debug-eval on line 1
2016-01-08 18:10:15 - PHP Notice:  Undefined variable: i in xdebug://debug-eval on line 1
2016-01-08 18:10:15 - PHP Notice:  Undefined variable: model in xdebug://debug-eval on line 1
2016-01-08 18:10:26 - PHP Notice:  Undefined variable: i in xdebug://debug-eval on line 1
2016-01-08 18:10:26 - PHP Notice:  Undefined variable: model in xdebug://debug-eval on line 1
2016-01-08 18:10:30 - PHP Notice:  Undefined variable: i in xdebug://debug-eval on line 1
2016-01-08 18:10:30 - PHP Notice:  Undefined variable: model in xdebug://debug-eval on line 1
2016-01-08 18:10:36 - PHP Notice:  Undefined variable: i in xdebug://debug-eval on line 1
2016-01-08 18:10:36 - PHP Notice:  Undefined variable: model in xdebug://debug-eval on line 1
2016-01-08 18:10:57 - PHP Notice:  Undefined variable: model in xdebug://debug-eval on line 1
2016-01-08 18:11:39 - PHP Notice:  Undefined variable: model in xdebug://debug-eval on line 1
2016-01-08 18:11:41 - PHP Notice:  Undefined variable: model in xdebug://debug-eval on line 1
2016-01-08 18:11:42 - PHP Notice:  Undefined variable: model in xdebug://debug-eval on line 1
2016-01-08 18:11:45 - PHP Notice:  Undefined variable: model in xdebug://debug-eval on line 1
2016-01-08 18:11:49 - PHP Notice:  Undefined variable: model in xdebug://debug-eval on line 1
2016-01-08 18:11:59 - PHP Notice:  Undefined variable: i in xdebug://debug-eval on line 1
2016-01-08 18:11:59 - PHP Notice:  Undefined variable: model in xdebug://debug-eval on line 1
2016-01-08 18:12:13 - PHP Notice:  Undefined property: PHPExcel_Worksheet::$cellExistsByColumnAndRow in Unknown on line 0
2016-01-08 18:12:25 - PHP Notice:  Undefined variable: i in xdebug://debug-eval on line 1
2016-01-08 18:12:25 - PHP Notice:  Undefined variable: model in xdebug://debug-eval on line 1
2016-01-08 18:12:26 - PHP Notice:  Undefined variable: i in xdebug://debug-eval on line 1
2016-01-08 18:12:26 - PHP Notice:  Undefined variable: model in xdebug://debug-eval on line 1
2016-01-08 18:12:33 - PHP Notice:  Undefined variable: i in xdebug://debug-eval on line 1
2016-01-08 18:12:33 - PHP Notice:  Undefined variable: model in xdebug://debug-eval on line 1
2016-01-08 18:12:38 - PHP Notice:  Undefined variable: model in xdebug://debug-eval on line 1
2016-01-08 18:13:07 - PHP Notice:  Undefined variable: model in xdebug://debug-eval on line 1
2016-01-08 18:13:09 - PHP Notice:  Undefined variable: model in xdebug://debug-eval on line 1
2016-01-08 18:13:19 - PHP Notice:  Undefined variable: model in xdebug://debug-eval on line 1
2016-01-08 18:13:19 - PHP Notice:  Undefined variable: model in xdebug://debug-eval on line 1
2016-01-08 18:13:20 - PHP Notice:  Undefined variable: model in xdebug://debug-eval on line 1
